ISO_YSAMP_N,hypothesized ysamp_N,ISO_FISH_N,hypothesized old fish_N,ITEM_N,NUM,CATEGORY,GROUP,TAXON,SAMPLE_TYPE,N2_AMP,PER_N,D15N,CO2_AMP,PER_C,D13C,SD_D13C_VPDB,H2_AMP,PER_H,D2H,CO2_AREA,D18O_VSMOW,SD_D18O_VSMOW,D18O_VPDB,SD_D18O_VPDB,COMMENT,issue
SIC.HAL.T9.2016.001,,,,ST.HAL.T9.080216.BPEF.002,1,VERT,FISH,ST,,,13.7884378,7.152517564,,47.7201981,-23.80339512,,,,,,,,,,Added from Driscoll isotope filES; formerly ITEM_N GM16157,no issue
SIC.HAL.T9.2016.001,,,,ST.HAL.T9.080216.BPEF.003,1,VERT,FISH,ST,,,14.15383042,5.931020995,,47.9107528,-25.52531877,,,,,,,,,,Added from Driscoll isotope filES; formerly ITEM_N GM16158,no issue
SIC.HAL.T9.2015.001,,,,ST.HAL.T9.080415.BPEF.001,1,VERT,FISH,ST,,,13.87984921,7.664023772,,46.38989218,-25.42963071,,,,,,,,,,Added from Driscoll isotope filES; formerly ITEM_N GM15174,no issue
SIC.HAL.T9.2015.001,,,,ST.HAL.T9.080415.BPEF.002,1,VERT,FISH,ST,,,13.62653786,6.664367869,,44.41967805,-27.62907066,,,,,,,,,,Added from Driscoll isotope filES; formerly ITEM_N GM15175,no issue
SIC.HAL.T9.2015.001,,,,ST.HAL.T9.080415.BPEF.003,1,VERT,FISH,ST,,,13.35427096,7.937407481,,46.31588498,-26.16539341,,,,,,,,,,Added from Driscoll isotope filES; formerly ITEM_N GM15176,no issue
SIC.HAL.T9.2013.001,,,,ST.HAL.T9.080913.BPEF.001,1,VERT,FISH,ST,,,8.5844387,5.415,,40.763537,-25.05,,,,,,,,,,Added from Driscoll isotope filES; formerly ITEM_N GM130029,no issue
SIC.HAL.T9.2013.001,,,,ST.HAL.T9.080913.BPEF.002,1,VERT,FISH,ST,,,14.3920275,6.048,,45.2688917,-25.539,,,,,,,,,,Added from Driscoll isotope filES; formerly ITEM_N GM130030,no issue
SIC.HAL.T9.2013.001,,,,ST.HAL.T9.080913.BPEF.003,1,VERT,FISH,ST,,,9.2767984,5.731,,43.2817637,-26.083,,,,,,,,,,Added from Driscoll isotope filES; formerly ITEM_N GM130031,no issue
SIC.LML.2021.002,,ST.LML.102821.TPN.001,,ST.LML.102821.TPN.001,1,VERT,FISH,ST,OTOLITH,,,,8568,,-16.94833573,0,,,,,21,,-10,0,,no issue
SIC.LML.2021.003,,ST.LML.102821.TPN.002,,ST.LML.102821.TPN.002,1,VERT,FISH,ST,OTOLITH,,,,8429,,-15.82876647,0,,,,,22,,-9,0,,no issue
SIC.LSP.2021.002,,ST.LSP.102621.GLN.001,,ST.LSP.102621.GLN.001,1,VERT,FISH,ST,OTOLITH,,,,8217,,-16.925596,0,,,,,22,,-9,0,,no issue
SIC.LSP.2021.003,,ST.LSP.102621.GLN.002,,ST.LSP.102621.GLN.002,1,VERT,FISH,ST,OTOLITH,,,,8574,,-18.41383932,0,,,,,22,,-9,0,,no issue
SIC.LSP.2021.004,,ST.LSP.102621.GLN.003,,ST.LSP.102621.GLN.003-1,1,VERT,FISH,ST,OTOLITH,,,,11682,,-18.3836003,0,,,,,22,,-9,0,,no issue
SIC.LSP.2021.005,,ST.LSP.102621.GLN.003,,ST.LSP.102621.GLN.003-2,1,VERT,FISH,ST,OTOLITH,,,,12078,,-17.73890452,0,,,,,21,,-9,0,,no issue
SIC.LSP.2021.006,,ST.LSP.102621.RANG.001,,ST.LSP.102621.RANG.001,1,VERT,FISH,ST,OTOLITH,,,,8163,,-17.0255057,0,,,,,22,,-8,0,,no issue
SIC.LSP.2021.007,,ST.LSP.102621.RANG.002,,ST.LSP.102621.RANG.002,1,VERT,FISH,ST,OTOLITH,,,,8361,,-17.33297599,0,,,,,22,,-9,0,,no issue
SIC.MNP.2021.002,,ST.MNP.100621.RANG.001,,ST.MNP.100621.RANG.001,1,VERT,FISH,ST,OTOLITH,,,,8725,,-13.99483074,0,,,,,22,,-8,0,,no issue
SIC.MNP.2021.003,,ST.MNP.101321.GLN.001,,ST.MNP.101321.GLN.001,1,VERT,FISH,ST,OTOLITH,,,,9052,,-12.63093025,0,,,,,22,,-9,0,,no issue
SIC.MNP.2021.004,,ST.MNP.101321.GLN.002,,ST.MNP.101321.GLN.002,1,VERT,FISH,ST,OTOLITH,,,,9116,,-12.9055005,0,,,,,23,,-8,0,,no issue
SIC.MNP.2021.005,,ST.MNP.101321.GLN.003,,ST.MNP.101321.GLN.003,1,VERT,FISH,ST,OTOLITH,,,,9570,,-13.24756423,0,,,,,23,,-8,0,,no issue
SIC.PEP.2021.002,,ST.PEP.102021.GLN.001,,ST.PEP.102021.GLN.001,1,VERT,FISH,ST,OTOLITH,,,,8286,,-13.31167094,0,,,,,23,,-8,0,,no issue
SIC.PEP.2021.003,,ST.PEP.102021.GLN.002,,ST.PEP.102021.GLN.002,1,VERT,FISH,ST,OTOLITH,,,,9182,,-13.35569894,0,,,,,23,,-8,0,,no issue
SIC.PEP.2021.004,,ST.PEP.102021.GLN.003,,ST.PEP.102021.GLN.003,1,VERT,FISH,ST,OTOLITH,,,,9119,,-13.39029237,0,,,,,23,,-8,0,,no issue
SIC.PEP.2021.005,,ST.PEP.102021.GLN.004,,ST.PEP.102021.GLN.004,1,VERT,FISH,ST,OTOLITH,,,,8645,,-11.59796553,0,,,,,23,,-8,0,,no issue
SIC.PEP.2021.006,,ST.PEP.102021.RANG.001,,ST.PEP.102021.RANG.001,1,VERT,FISH,ST,OTOLITH,,,,8628,,-12.12944644,0,,,,,23,,-8,0,,no issue
SIC.POL.2021.002,,ST.POL.110321.GLN.002,,ST.POL.110321.GLN.002-1,1,VERT,FISH,ST,OTOLITH,,,,13778,,-14.08361249,0,,,,,22,,-8,0,,no issue
SIC.POL.2021.003,,ST.POL.110321.GLN.002,,ST.POL.110321.GLN.002-2,1,VERT,FISH,ST,OTOLITH,,,,12800,,-14.15981481,0,,,,,22,,-8,1,,no issue
SIC.PRL.2021.003,,ST.PRL.100821.TPN.001,,ST.PRL.100821.TPN.001,1,VERT,FISH,ST,OTOLITH,,,,8564,,-15.3720364,0,,,,,22,,-9,0,,no issue
SIC.PRL.2021.004,,ST.PRL.100821.TPN.002,,ST.PRL.100821.TPN.002,1,VERT,FISH,ST,OTOLITH,,,,8205,,-14.83354004,0,,,,,22,,-8,0,,no issue
SIC.PRL.2021.005,,ST.PRL.100821.TPN.003,,ST.PRL.100821.TPN.003,1,VERT,FISH,ST,OTOLITH,,,,8939,,-14.67871629,0,,,,,22,,-8,0,,no issue
SIC.PRL.2021.006,,ST.PRL.110521.RANG.001,,ST.PRL.110521.RANG.001,1,VERT,FISH,ST,OTOLITH,,,,8428,,-15.59604702,0,,,,,22,,-8,0,,no issue
SIC.RKL.2021.002,,ST.RKL.101421.TPN.003,,ST.RKL.101421.TPN.003,1,VERT,FISH,ST,OTOLITH,,,,9267,,-17.99775048,0,,,,,22,,-9,0,,no issue
SIC.RKL.2021.003,,ST.RKL.101421.TPN.012,,ST.RKL.101421.TPN.012,1,VERT,FISH,ST,OTOLITH,,,,8555,,-18.87105321,0,,,,,22,,-9,0,,no issue
SIC.RKL.2021.004,,ST.RKL.101421.TPN.014,,ST.RKL.101421.TPN.014,1,VERT,FISH,ST,OTOLITH,,,,8761,,-18.50697548,0,,,,,22,,-8,0,,no issue
SIC.RKL.2021.005,,ST.RKL.101421.TPN.015,,ST.RKL.101421.TPN.015,1,VERT,FISH,ST,OTOLITH,,,,8559,,-18.18716767,0,,,,,22,,-9,0,,no issue
SIC.RKL.2021.006,,ST.RKL.101421.TPN.020,,ST.RKL.101421.TPN.020,1,VERT,FISH,ST,OTOLITH,,,,7895,,-17.94743276,0,,,,,21,,-9,0,,no issue
SIC.RKL.2021.007,,ST.RKL.101421.TPN.021,,ST.RKL.101421.TPN.021,1,VERT,FISH,ST,OTOLITH,,,,7905,,-18.33812083,0,,,,,22,,-8,0,,no issue
SIC.RKP.2021.002,,ST.RKP.110121.GLN.001,,ST.RKP.110121.GLN.001,1,VERT,FISH,ST,OTOLITH,,,,9235,,-16.92293496,0,,,,,21,,-9,0,,no issue
SIC.RKP.2021.003,,ST.RKP.110121.RANG.001,,ST.RKP.110121.RANG.001,1,VERT,FISH,ST,OTOLITH,,,,8742,,-16.97905857,0,,,,,22,,-9,0,,no issue
SIC.RKP.2021.004,,ST.RKP.110121.RANG.002,,ST.RKP.110121.RANG.002,1,VERT,FISH,ST,OTOLITH,,,,8598,,-16.48459021,0,,,,,23,,-8,0,,no issue
SIC.RKP.2021.005,,ST.RKP.110121.RANG.003,,ST.RKP.110121.RANG.003,1,VERT,FISH,ST,OTOLITH,,,,8125,,-15.62241544,0,,,,,22,,-8,0,,no issue
SIC.RKP.2021.006,,ST.RKP.110921.RANG.001,,ST.RKP.110921.RANG.001,1,VERT,FISH,ST,OTOLITH,,,,8672,,-15.14512284,0,,,,,23,,-8,0,,no issue
SIC.RKP.2021.007,,ST.RKP.110921.RANG.002,,ST.RKP.110921.RANG.002,1,VERT,FISH,ST,OTOLITH,,,,8409,,-15.69426334,0,,,,,22,,-9,0,,no issue
SIC.TRP.2021.002,,ST.TRP.101321.GLN.002,,ST.TRP.101321.GLN.002,1,VERT,FISH,ST,OTOLITH,,,,8576,,-16.40959746,0,,,,,22,,-9,0,,no issue
SIC.TRP.2021.003,,ST.TRP.101321.GLN.003,,ST.TRP.101321.GLN.003,1,VERT,FISH,ST,OTOLITH,,,,9206,,-15.37566509,0,,,,,22,,-9,0,,no issue
SIC.TRP.2021.004,,ST.TRP.101321.GLN.004,,ST.TRP.101321.GLN.004,1,VERT,FISH,ST,OTOLITH,,,,8442,,-16.05277709,0,,,,,22,,-9,0,,no issue
SIC.TRP.2021.005,,ST.TRP.101321.RANG.001,,ST.TRP.101321.RANG.001,1,VERT,FISH,ST,OTOLITH,,,,8746,,-16.24533913,0,,,,,22,,-9,0,,no issue
SIC.TRP.2021.006,,ST.TRP.101321.RANG.002,,ST.TRP.101321.RANG.002,1,VERT,FISH,ST,OTOLITH,,,,8446,,-15.55298667,0,,,,,21,,-9,0,,no issue
SIC.WTL.2021.002,,ST.WTL.101521.TPN.002,,ST.WTL.101521.TPN.002,1,VERT,FISH,ST,OTOLITH,,,,9265,,-15.38655113,0,,,,,22,,-8,0,,no issue
SIC.WTL.2021.003,,ST.WTL.101521.TPN.005,,ST.WTL.101521.TPN.005,1,VERT,FISH,ST,OTOLITH,,,,8672,,-16.13938163,0,,,,,22,,-9,0,,no issue
SIC.WTL.2021.004,,ST.WTL.101521.TPN.008,,ST.WTL.101521.TPN.008,1,VERT,FISH,ST,OTOLITH,,,,8149,,-17.10751391,0,,,,,22,,-9,0,,no issue
SIC.WTL.2021.005,,ST.WTL.101521.TPN.011,,ST.WTL.101521.TPN.011,1,VERT,FISH,ST,OTOLITH,,,,8703,,-16.34065251,0,,,,,22,,-9,0,,no issue
SIC.WTL.2021.006,,ST.WTL.101521.TPN.016,,ST.WTL.101521.TPN.016,1,VERT,FISH,ST,OTOLITH,,,,8304,,-16.55934106,0,,,,,22,,-9,0,,no issue
SIC.WTL.2021.007,,ST.WTL.101521.TPN.017,,ST.WTL.101521.TPN.017,1,VERT,FISH,ST,OTOLITH,,,,8642,,-15.89746951,0,,,,,22,,-8,0,,no issue
,,,,T6046,,VERT,FISH,LT,,,,12.45806022,,,-24.96320015,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6047,,VERT,FISH,LT,,,,12.28581922,,,-25.99188858,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6049,,VERT,FISH,LT,,,,12.0162118,,,-25.75059029,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6051,,VERT,FISH,LT,,,,12.66745919,,,-24.74214798,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6089,,VERT,FISH,LT,,,,12.38390048,,,-25.36898827,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6167,,VERT,FISH,LT,,,,12.17077276,,,-25.09519287,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6169,,VERT,FISH,LT,,,,12.22913076,,,-25.73571678,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6170,,VERT,FISH,LT,,,,12.77926111,,,-26.84082314,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6171,,VERT,FISH,LT,,,,12.43062402,,,-26.0734964,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6172,,VERT,FISH,LT,,,,12.44238138,,,-26.26711937,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6173,,VERT,FISH,LT,,,,12.07473487,,,-26.31415459,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6175,,VERT,FISH,LT,,,,12.40654683,,,-23.83312508,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6176,,VERT,FISH,LT,,,,12.47535572,,,-23.27404495,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6177,,VERT,FISH,LT,,,,11.56873402,,,-26.04620262,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6178,,VERT,FISH,LT,,,,12.04319467,,,-27.42713379,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6179,,VERT,FISH,LT,,,,13.51492203,,,-23.44209,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6181,,VERT,FISH,LT,,,,13.05399119,,,-25.44495483,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6182,,VERT,FISH,LT,,,,12.61902256,,,-26.14630409,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6183,,VERT,FISH,LT,,,,11.11093931,,,-25.16186424,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6184,,VERT,FISH,LT,,,,12.19893742,,,-25.31860252,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6185,,VERT,FISH,LT,,,,11.56175942,,,-24.99489304,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6186,,VERT,FISH,LT,,,,12.58986531,,,-25.1314035,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6187,,VERT,FISH,LT,,,,13.36112849,,,-23.87914902,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6188,,VERT,FISH,LT,,,,11.91774547,,,-24.45751625,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6189,,VERT,FISH,LT,,,,11.69859999,,,-23.08783012,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6190,,VERT,FISH,LT,,,,12.25823007,,,-25.33370644,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6191,,VERT,FISH,LT,,,,11.65144169,,,-26.06616074,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6192,,VERT,FISH,LT,,,,11.54539103,,,-24.71082741,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6193,,VERT,FISH,LT,,,,12.70893855,,,-23.11722237,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6194,,VERT,FISH,LT,,,,12.48563854,,,-24.61322456,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6195,,VERT,FISH,LT,,,,12.60090117,,,-24.43860107,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6196,,VERT,FISH,LT,,,,12.00300931,,,-24.2691713,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6197,,VERT,FISH,LT,,,,12.13883289,,,-25.67784554,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6198,,VERT,FISH,LT,,,,12.65340895,,,-24.61750656,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6199,,VERT,FISH,LT,,,,13.12348081,,,-24.08865982,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6702,,VERT,FISH,LT,,,,12.81,,,-25.91,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6703,,VERT,FISH,LT,,,,12.76,,,-25.69,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6704,,VERT,FISH,LT,,,,12.72,,,-25.81,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6705,,VERT,FISH,LT,,,,12.32,,,-27.29,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6706,,VERT,FISH,LT,,,,12.57,,,-25.29,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6707,,VERT,FISH,LT,,,,12.44,,,-24.34,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6708,,VERT,FISH,LT,,,,12.41,,,-25,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6709,,VERT,FISH,LT,,,,12.38,,,-25.83,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6710,,VERT,FISH,LT,,,,12.29,,,-25.48,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6711,,VERT,FISH,LT,,,,12.94,,,-25.76,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6712,,VERT,FISH,LT,,,,12.47,,,-25.76,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6713,,VERT,FISH,LT,,,,12.5,,,-25.12,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6715,,VERT,FISH,LT,,,,12.5,,,-26,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6716,,VERT,FISH,LT,,,,12.33,,,-26.9,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6717,,VERT,FISH,LT,,,,12.48,,,-23.8,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6718,,VERT,FISH,LT,,,,10.61,,,-25.82,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6719,,VERT,FISH,LT,,,,11.97,,,-24.55,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6720,,VERT,FISH,LT,,,,12.55,,,-24.03,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6721,,VERT,FISH,LT,,,,13.57,,,-24.76,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6722,,VERT,FISH,LT,,,,11.94,,,-24.95,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6723,,VERT,FISH,LT,,,,11.96,,,-24.85,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6724,,VERT,FISH,LT,,,,11.98,,,-25.28,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6725,,VERT,FISH,LT,,,,12.87,,,-24.33,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6726,,VERT,FISH,LT,,,,12.49,,,-25.22,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6727,,VERT,FISH,LT,,,,12.35,,,-25.3,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6728,,VERT,FISH,LT,,,,12.66,,,-24.15,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6729,,VERT,FISH,LT,,,,11.9856265,,,-25.44855934,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6730,,VERT,FISH,LT,,,,12.37437603,,,-25.47484642,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6731,,VERT,FISH,LT,,,,12.5704324,,,-25.19376236,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6732,,VERT,FISH,LT,,,,11.20049803,,,-24.18740135,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6733,,VERT,FISH,LT,,,,11.7557125,,,-25.00434357,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6734,,VERT,FISH,LT,,,,12.55213946,,,-25.46320206,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6735,,VERT,FISH,LT,,,,12.53978833,,,-25.6944471,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6736,,VERT,FISH,LT,,,,12.18318374,,,-25.15444046,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6737,,VERT,FISH,LT,,,,12.7356775,,,-25.34377533,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6738,,VERT,FISH,LT,,,,13.26972104,,,-22.49101501,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6739,,VERT,FISH,LT,,,,12.19240971,,,-25.65038544,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6740,,VERT,FISH,LT,,,,12.19329132,,,-25.75077301,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6741,,VERT,FISH,LT,,,,12.22458504,,,-25.01689201,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6743,,VERT,FISH,LT,,,,11.29399228,,,-24.26599716,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6744,,VERT,FISH,LT,,,,13.6694434,,,-24.2726812,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6745,,VERT,FISH,LT,,,,11.06963813,,,-21.99829918,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6746,,VERT,FISH,LT,,,,11.22740569,,,-23.55569931,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6747,,VERT,FISH,LT,,,,12.60072534,,,-25.07423615,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6748,,VERT,FISH,LT,,,,12.49865094,,,-24.85806488,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6749,,VERT,FISH,LT,,,,12.69236034,,,-24.60463997,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6750,,VERT,FISH,LT,,,,12.50138344,,,-25.33031746,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6751,,VERT,FISH,LT,,,,11.82974749,,,-26.02575775,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6752,,VERT,FISH,LT,,,,12.51258013,,,-25.24394318,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6753,,VERT,FISH,LT,,,,12.85999049,,,-25.30620407,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6754,,VERT,FISH,LT,,,,13.92514894,,,-22.86475655,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6755,,VERT,FISH,LT,,,,13.67275111,,,-21.61278625,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6756,,VERT,FISH,LT,,,,12.61732483,,,-24.82961174,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6758,,VERT,FISH,LT,,,,12.19927213,,,-26.83662888,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6759,,VERT,FISH,LT,,,,11.82730619,,,-26.14715477,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6761,,VERT,FISH,LT,,,,12.83997238,,,-25.44894501,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6762,,VERT,FISH,LT,,,,11.67073628,,,-25.11979576,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6763,,VERT,FISH,LT,,,,11.55078943,,,-25.67055984,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6764,,VERT,FISH,LT,,,,12.12120239,,,-24.79740425,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6765,,VERT,FISH,LT,,,,12.68587706,,,-24.5389032,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6766,,VERT,FISH,LT,,,,12.52802414,,,-25.97844025,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6767,,VERT,FISH,LT,,,,11.47900976,,,-25.55978226,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6769,,VERT,FISH,LT,,,,12.03418518,,,-25.65965172,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6770,,VERT,FISH,LT,,,,11.93824794,,,-26.57136436,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6771,,VERT,FISH,LT,,,,12.75250684,,,-22.72527214,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6773,,VERT,FISH,LT,,,,14.48709988,,,-21.1229467,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6775,,VERT,FISH,LT,,,,12.56257418,,,-24.83446976,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6776,,VERT,FISH,LT,,,,10.27982835,,,-26.30383324,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6777,,VERT,FISH,LT,,,,12.08733594,,,-26.67910408,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6778,,VERT,FISH,LT,,,,12.31945152,,,-25.55729889,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6779,,VERT,FISH,LT,,,,12.28354405,,,-23.2685804,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6783,,VERT,FISH,LT,,,,12.38734117,,,-27.44152161,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6785,,VERT,FISH,LT,,,,12.8229687,,,-25.92870544,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T6786,,VERT,FISH,LT,,,,11.91958743,,,-25.84376808,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7014,,VERT,FISH,LT,,,,11.7,,,-24.9,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7061,,VERT,FISH,LT,,,,11.75104707,,,-27.21860855,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7062,,VERT,FISH,LT,,,,11.81787556,,,-25.92033737,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7063,,VERT,FISH,LT,,,,11.82703986,,,-26.64468628,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7064,,VERT,FISH,LT,,,,12.44775134,,,-26.25146538,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7065,,VERT,FISH,LT,,,,12.48752993,,,-26.0012471,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7066,,VERT,FISH,LT,,,,12.4820406,,,-25.68864876,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7067,,VERT,FISH,LT,,,,11.87813493,,,-27.23439842,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7068,,VERT,FISH,LT,,,,11.38868987,,,-27.01523262,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7069,,VERT,FISH,LT,,,,12.85070634,,,-24.53145569,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7070,,VERT,FISH,LT,,,,13.0138603,,,-24.65704399,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7071,,VERT,FISH,LT,,,,12.63222195,,,-25.07085663,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
