ISO_YSAMP_N,ISO_FISH_N,ITEM_N,NUM,CATEGORY,GROUP,TAXON,SAMPLE_TYPE,N2_AMP,PER_N,D15N,CO2_AMP,PER_C,D13C,SD_D13C_VPDB,H2_AMP,PER_H,D2H,CO2_AREA,D18O_VSMOW,SD_D18O_VSMOW,D18O_VPDB,SD_D18O_VPDB,COMMENT
SIC.WTL.2009.001,,PER.WTL.061009.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WTL.2009.002,,PER.WTL.062909.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WTL.2009.003,,PER.WTL.080309.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WTL.2009.004,,PER.WTL.090409.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2001.001,,PHY.FBL.060401.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2001.002,,PHY.FBL.062001.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2000.001,,PHY.FBL.071200.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2000.001,,PHY.FBL.071200.SIC.002,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2002.001,,PHY.FBL.071202.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2001.003,,PHY.FBL.071301.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2000.003,,PHY.FBL.072600.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2000.003,,PHY.FBL.072600.SIC.002,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2001.004,,PHY.FBL.080201.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2000.004,,PHY.FBL.080900.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2000.004,,PHY.FBL.080900.SIC.002,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2002.002,,PHY.FBL.081402.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2001.005,,PHY.FBL.081701.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2000.005,,PHY.FBL.082100.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2000.005,,PHY.FBL.082100.SIC.002,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.RKL.2001.001,,PHY.RKL.072501.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2002.001,,PHY.SBL.071102.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2002.002,,PHY.SBL.081902.SIC.001,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2004.003,,PS.LML.081604.SIC.001,1,VERT,FISH,PS,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
,,RS.HAL.042817.TPN.001,,VERT,FISH,RS,,5146,12.574385794,6.360450533,5146,42.629389657,-29.49150104,,,,,,,,,,
,,RS.HAL.042817.TPN.002,,VERT,FISH,RS,,5354,14.134166375,5.730266765,5354,43.590009625,-28.83452885,,,,,,,,,,
,,RS.HAL.042817.TPN.003,,VERT,FISH,RS,,5866,13.4037032,6.995553997,5866,47.490867317,-29.66977985,,,,,,,,,,
,,RS.HAL.042817.TPN.004,,VERT,FISH,RS,,5754,14.238622868,7.070156485,5754,42.815530036,-28.46418171,,,,,,,,,,
,,RS.HAL.042817.TPN.005,,VERT,FISH,RS,,5989,13.932991732,6.527271913,5989,44.920670414,-28.57646781,,,,,,,,,,
,,RS.HAL.042817.TPN.006,,VERT,FISH,RS,,4980,13.830667295,5.296261342,4980,44.575854538,-28.74292703,,,,,,,,,,
,,RS.HAL.042817.TPN.007,,VERT,FISH,RS,,6376,14.08130078,6.441305025,6376,42.671404297,-28.95666461,,,,,,,,,,
,,RS.HAL.042817.TPN.008,,VERT,FISH,RS,,5199,13.787631719,6.210926709,5199,44.244804848,-29.29943271,,,,,,,,,,
,,RS.HAL.042817.TPN.009,,VERT,FISH,RS,,5555,14.06150366,5.953114826,5555,45.30047154,-28.50653524,,,,,,,,,,
,,RS.HAL.042817.TPN.010,,VERT,FISH,RS,,5300,13.609068525,6.779004503,5300,40.421433254,-28.40311383,,,,,,,,,,
,,RS.HAL.052019.BEF.001,,VERT,FISH,RS,,5171,13.061305577,5.965297807,5171,41.805252684,-24.65728887,,,,,,,,,,
,,RS.HAL.052019.BEF.002,,VERT,FISH,RS,,9792,14.352141636,6.155633532,9792,42.428659275,-23.91477815,,,,,,,,,,
,,RS.HAL.052019.BEF.003,,VERT,FISH,RS,,9656,14.046204311,5.895373622,9656,41.022529729,-23.81416381,,,,,,,,,,
,,RS.HAL.052019.BEF.004,,VERT,FISH,RS,,8597,14.021184234,5.990665849,8597,42.092176643,-23.87412589,,,,,,,,,,
,,RS.HAL.052019.BEF.005,,VERT,FISH,RS,,5970,10.028415003,6.032214486,5970,30.284225402,-24.15970801,,,,,,,,,,
,,RS.HAL.052019.BEF.006,,VERT,FISH,RS,,7710,14.112110367,6.616059888,7710,40.892069012,-26.46367479,,,,,,,,,,
,,RS.HAL.052019.BEF.007,,VERT,FISH,RS,,7037,11.347826827,6.33015008,7037,33.737136877,-26.33765279,,,,,,,,,,
,,RS.HAL.052019.BEF.008,,VERT,FISH,RS,,6067,10.606002504,6.289901921,6067,34.006109601,-26.72791447,,,,,,,,,,
,,RS.HAL.052119.BEF.001,,VERT,FISH,RS,,9075,14.100778018,6.965264789,9075,41.545249451,-26.98097479,,,,,,,,,,
,,RS.HAL.101719.TPN.001,,VERT,FISH,RS,,8947,14.40710953,6.980378351,8947,40.640606674,-26.49924552,,,,,,,,,,
,,RS.HAL.101719.TPN.002,,VERT,FISH,RS,,7558,14.2958485,6.766202686,7558,41.485545202,-26.63644689,,,,,,,,,,
,,RS.HAL.101719.TPN.003,,VERT,FISH,RS,,8483,14.649761775,7.273227706,8483,42.096834494,-26.69234375,,,,,,,,,,
,,RS.HAL.101719.TPN.004,,VERT,FISH,RS,,8284,13.311862094,7.642542762,8284,37.619955395,-26.81836575,,,,,,,,,,
,,RS.HAL.101719.TPN.005,,VERT,FISH,RS,,6939,13.155988215,7.530725101,6939,38.26994202,-25.77258639,,,,,,,,,,
,,RS.HAL.101719.TPN.006,,VERT,FISH,RS,,8787,14.455184522,7.619265432,8787,42.127080638,-24.53879033,,,,,,,,,,
,,RS.HAL.101719.TPN.007,,VERT,FISH,RS,,8485,14.962807025,6.515621141,8485,42.027833677,-26.23907106,,,,,,,,,,
,,SAL.HAL.052119.001,,VERT,SALAMANDER,SALAMANDER,,5774,10.816584952,4.540786506,5774,35.933104901,-25.38842254,,,,,,,,,,
SIC.HAL.2013.001,,SAL.HAL.053013.SIC.001,2,VERT,SALAMANDER,SALAMANDER,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.UNK,,SBL01PER,,ALGA,PERI,,,,,4.3638,,,-26.2061,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL01ZOO,,INVERT,ZOOP,,,,,1.9548,,,-32.8411,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL02PER,,ALGA,PERI,,,,,4.8508,,,-24.2541,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL02ZOO,,INVERT,ZOOP,,,,,1.1678,,,-33.6761,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL03PER,,ALGA,PERI,,,,,2.4558,,,-24.9431,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL03ZOO,,INVERT,ZOOP,,,,,1.8408,,,-33.3881,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL04PER,,ALGA,PERI,,,,,4.2248,,,-25.2901,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL04ZOO,,INVERT,ZOOP,,,,,2.8988,,,-31.8231,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL05PER,,ALGA,PERI,,,,,3.3398,,,-27.8021,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL05ZOO,,INVERT,ZOOP,,,,,2.3218,,,-32.0621,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL06PER,,ALGA,PERI,,,,,4.3788,,,-26.3221,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL06ZOO,,INVERT,ZOOP,,,,,2.4688,,,-33.5121,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL07PER,,ALGA,PERI,,,,,3.1828,,,-24.6861,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SBL.2006.UNK,,SBL07ZOO,,INVERT,ZOOP,,,,,3.0258,,,-33.4191,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL01PER,,ALGA,PERI,,,,,3.9628,,,-25.8121,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL01ZOO,,INVERT,ZOOP,,,,,4.6868,,,-32.3491,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL02PER,,ALGA,PERI,,,,,3.2508,,,-25.5091,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL02ZOO,,INVERT,ZOOP,,,,,3.5798,,,-32.9141,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL03PER,,ALGA,PERI,,,,,4.2288,,,-25.8501,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL03ZOO,,INVERT,ZOOP,,,,,4.4478,,,-32.9331,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL04PER,,ALGA,PERI,,,,,4.3698,,,-28.1351,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL04ZOO,,INVERT,ZOOP,,,,,3.8408,,,-32.2861,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL05PER,,ALGA,PERI,,,,,2.4728,,,-25.0001,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL05ZOO,,INVERT,ZOOP,,,,,5.1208,,,-30.5771,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL06PER,,ALGA,PERI,,,,,3.6188,,,-26.7141,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL06ZOO,,INVERT,ZOOP,,,,,5.2918,,,-29.3641,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL07PER,,ALGA,PERI,,,,,3.1008,,,-26.0031,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.SDL.2006.UNK,,SDL07ZOO,,INVERT,ZOOP,,,,,5.0068,,,-30.7521,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2021.003,SMB.LML.092221.BEF.007,SMB.007-1,,VERT,FISH,SMB,TISSUE,5052,14.42,7.49,2426,47.81,-25.32,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.007,SMB.007-2,1,VERT,FISH,SMB,TISSUE,5052,14.42,7.49,2426,47.81,-25.32,,,,,,,,,,
SIC.LML.2021.003,SMB.LML.092221.BEF.008,SMB.008-1,,VERT,FISH,SMB,TISSUE,4860,14.53,6.76,2313,47.52,-20.11,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.008,SMB.008-2,1,VERT,FISH,SMB,TISSUE,4860,14.53,6.76,2313,47.52,-20.11,,,,,,,,,,
SIC.LML.2021.003,SMB.LML.092221.BEF.010,SMB.010-1,,VERT,FISH,SMB,TISSUE,4946,14.25,7.33,2371,47.09,-24.61,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.010,SMB.010-2,1,VERT,FISH,SMB,TISSUE,4946,14.25,7.33,2371,47.09,-24.61,,,,,,,,,,
SIC.LML.2021.003,SMB.LML.092221.BEF.016,SMB.016-1,,VERT,FISH,SMB,TISSUE,4312,13.2,6.83,2388,50.08,-25.09,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.016,SMB.016-2,1,VERT,FISH,SMB,TISSUE,4312,13.2,6.83,2388,50.08,-25.09,,,,,,,,,,
SIC.LML.2021.003,SMB.LML.092221.BEF.017,SMB.017-1,,VERT,FISH,SMB,TISSUE,4605,14.37,6.27,2218,47.18,-23.89,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.017,SMB.017-2,1,VERT,FISH,SMB,TISSUE,4605,14.37,6.27,2218,47.18,-23.89,,,,,,,,,,
SIC.LML.2021.003,SMB.LML.092221.BEF.018,SMB.018-1,,VERT,FISH,SMB,TISSUE,4560,14.5,6.41,2200,47.91,-24.88,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.018,SMB.018-2,1,VERT,FISH,SMB,TISSUE,4560,14.5,6.41,2200,47.91,-24.88,,,,,,,,,,
SIC.LML.2021.003,SMB.LML.092221.BEF.027,SMB.027-1,,VERT,FISH,SMB,TISSUE,5021,14.1,6.76,2443,47.44,-21.01,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.027,SMB.027-2,1,VERT,FISH,SMB,TISSUE,5021,14.1,6.76,2443,47.44,-21.01,,,,,,,,,,
SIC.LML.2021.003,SMB.LML.092221.BEF.028,SMB.028-1,,VERT,FISH,SMB,TISSUE,4712,14.12,6.55,2336,48.07,-24.9,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.028,SMB.028-2,1,VERT,FISH,SMB,TISSUE,4712,14.12,6.55,2336,48.07,-24.9,,,,,,,,,,
SIC.LML.2021.004,SMB.LML.092221.BEF.044,SMB.044-1,,VERT,FISH,SMB,TISSUE,4593,13.44,6.1,2294,46.19,-23.2,,,,,,,,,,
SIC.LML.2021.009,SMB.LML.092221.BEF.044,SMB.044-2,1,VERT,FISH,SMB,TISSUE,4593,13.44,6.1,2294,46.19,-23.2,,,,,,,,,,
SIC.LML.2021.006,SMB.LML.092221.BEF.054,SMB.054-1,,VERT,FISH,SMB,TISSUE,4642,14.53,6.88,2211,47.44,-21.48,,,,,,,,,,
SIC.LML.2021.012,SMB.LML.092221.BEF.054,SMB.054-2,1,VERT,FISH,SMB,TISSUE,4642,14.53,6.88,2211,47.44,-21.48,,,,,,,,,,
SIC.LML.2021.006,SMB.LML.092221.BEF.056,SMB.056-1,,VERT,FISH,SMB,TISSUE,4420,14.24,6.51,2169,47.82,-25.29,,,,,,,,,,
SIC.LML.2021.012,SMB.LML.092221.BEF.056,SMB.056-2,1,VERT,FISH,SMB,TISSUE,4420,14.24,6.51,2169,47.82,-25.29,,,,,,,,,,
SIC.LML.2021.006,SMB.LML.092221.BEF.057,SMB.057-1,,VERT,FISH,SMB,TISSUE,4564,13.88,4.99,2309,48.26,-25.93,,,,,,,,,,
SIC.LML.2021.012,SMB.LML.092221.BEF.057,SMB.057-2,1,VERT,FISH,SMB,TISSUE,4564,13.88,4.99,2309,48.26,-25.93,,,,,,,,,,
SIC.LML.2021.006,SMB.LML.092221.BEF.059,SMB.059-1,,VERT,FISH,SMB,TISSUE,4602,13.83,6.6,2284,47.19,-25.34,,,,,,,,,,
SIC.LML.2021.012,SMB.LML.092221.BEF.059,SMB.059-2,1,VERT,FISH,SMB,TISSUE,4602,13.83,6.6,2284,47.19,-25.34,,,,,,,,,,
SIC.LML.2021.006,SMB.LML.092221.BEF.060,SMB.060-1,,VERT,FISH,SMB,TISSUE,4619,13.98,6.08,2264,47.05,-24.05,,,,,,,,,,
SIC.LML.2021.012,SMB.LML.092221.BEF.060,SMB.060-2,1,VERT,FISH,SMB,TISSUE,4619,13.98,6.08,2264,47.05,-24.05,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.072,SMB.072-1,,VERT,FISH,SMB,TISSUE,5053,14.4,6.72,2420,47.65,-25.11,,,,,,,,,,
SIC.LML.2021.015,SMB.LML.092221.BEF.072,SMB.072-2,1,VERT,FISH,SMB,TISSUE,5053,14.4,6.72,2420,47.65,-25.11,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.074,SMB.074-1,,VERT,FISH,SMB,TISSUE,4758,14.07,7.13,2410,49.13,-24.85,,,,,,,,,,
SIC.LML.2021.015,SMB.LML.092221.BEF.074,SMB.074-2,1,VERT,FISH,SMB,TISSUE,4758,14.07,7.13,2410,49.13,-24.85,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.076,SMB.076-1,,VERT,FISH,SMB,TISSUE,4547,14.75,6.75,2117,46.98,-24.81,,,,,,,,,,
SIC.LML.2021.015,SMB.LML.092221.BEF.076,SMB.076-2,1,VERT,FISH,SMB,TISSUE,4547,14.75,6.75,2117,46.98,-24.81,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.078,SMB.078-1,,VERT,FISH,SMB,TISSUE,4611,14.59,6.62,2187,47.49,-24.75,,,,,,,,,,
SIC.LML.2021.015,SMB.LML.092221.BEF.078,SMB.078-2,1,VERT,FISH,SMB,TISSUE,4611,14.59,6.62,2187,47.49,-24.75,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.079,SMB.079-1,,VERT,FISH,SMB,TISSUE,4862,14.47,7.5,2321,47.4,-24.57,,,,,,,,,,
SIC.LML.2021.015,SMB.LML.092221.BEF.079,SMB.079-2,1,VERT,FISH,SMB,TISSUE,4862,14.47,7.5,2321,47.4,-24.57,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.080,SMB.080-1,,VERT,FISH,SMB,TISSUE,4898,14.04,6.18,2420,47.75,-25.34,,,,,,,,,,
SIC.LML.2021.015,SMB.LML.092221.BEF.080,SMB.080-2,1,VERT,FISH,SMB,TISSUE,4898,14.04,6.18,2420,47.75,-25.34,,,,,,,,,,
SIC.LML.2021.008,SMB.LML.092221.BEF.084,SMB.084-1,,VERT,FISH,SMB,TISSUE,4388,13.93,5.71,2168,47.04,-25.61,,,,,,,,,,
SIC.LML.2021.015,SMB.LML.092221.BEF.084,SMB.084-2,1,VERT,FISH,SMB,TISSUE,4388,13.93,5.71,2168,47.04,-25.61,,,,,,,,,,
SIC.LML.2021.009,SMB.LML.092221.BEF.095,SMB.095-1,,VERT,FISH,SMB,TISSUE,4659,14.16,6.88,2300,48.01,-24.19,,,,,,,,,,
SIC.LML.2021.016,SMB.LML.092221.BEF.095,SMB.095-2,1,VERT,FISH,SMB,TISSUE,4659,14.16,6.88,2300,48.01,-24.19,,,,,,,,,,
,,SMB.FBL.052306.BEF.079,,VERT,FISH,SMB,,,,9.5908,,,-23.4871,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.FBL.052406.BEF.009,,VERT,FISH,SMB,,,,9.3338,,,-24.6701,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.FBL.052406.BEF.010,,VERT,FISH,SMB,,,,9.9058,,,-24.3701,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.FBL.060906.BEF.012,,VERT,FISH,SMB,,,,9.7908,,,-25.3751,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.FBL.060906.BEF.015,,VERT,FISH,SMB,,,,9.5968,,,-27.1221,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.FBL.060906.BEF.017,,VERT,FISH,SMB,,,,9.6278,,,-23.5311,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.FBL.060906.BEF.019,,VERT,FISH,SMB,,,,10.3038,,,-26.7271,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.FBL.061206.BEF.001,,VERT,FISH,SMB,,,,9.8058,,,-25.1831,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.FBL.061206.BEF.002,,VERT,FISH,SMB,,,,10.3118,,,-23.8051,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.FBL.061206.BEF.003,,VERT,FISH,SMB,,,,8.7708,,,-25.7221,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.FBL.061206.BEF.005,,VERT,FISH,SMB,,,,9.4538,,,-27.6181,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.051401.BEF.008,,VERT,FISH,SMB,,,,11.46052465,,,-27.96710106,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.051401.BEF.009,,VERT,FISH,SMB,,,,11.69266736,,,-27.35285088,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.051401.BEF.010,,VERT,FISH,SMB,,,,12.68152098,,,-26.50406479,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.051401.BEF.011,,VERT,FISH,SMB,,,,12.00184671,,,-24.83609062,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.051401.BEF.012,,VERT,FISH,SMB,,,,12.35130353,,,-25.33401703,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.051401.BEF.013,,VERT,FISH,SMB,,,,11.95004739,,,-24.07261749,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.051401.BEF.014,,VERT,FISH,SMB,,,,11.85777158,,,-25.30272003,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.051401.BEF.018,,VERT,FISH,SMB,,,,12.35577212,,,-25.82238098,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.061901.BEF.001,,VERT,FISH,SMB,,,,11.97,,,-25.45,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.061901.RANG.001,,VERT,FISH,SMB,,,,11.8,,,-24.71,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.062301.RANG.001,,VERT,FISH,SMB,,,,12.7,,,-24.11,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.062301.RANG.002,,VERT,FISH,SMB,,,,13.25,,,-23.55,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.062701.BEF.001,,VERT,FISH,SMB,,,,12.09,,,-24.38,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.062701.BEF.002,,VERT,FISH,SMB,,,,11.69,,,-24.93,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.062701.BEF.003,,VERT,FISH,SMB,,,,12.33,,,-24.87,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.062701.BEF.004,,VERT,FISH,SMB,,,,12.14,,,-25.3,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.062701.BEF.005,,VERT,FISH,SMB,,,,12.58,,,-25.72,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.062701.BEF.006,,VERT,FISH,SMB,,,,12.08,,,-25.25,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.062701.BEF.007,,VERT,FISH,SMB,,,,12.23,,,-24.66,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.062701.BEF.008,,VERT,FISH,SMB,,,,11.72,,,-25.16,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.062701.BEF.009,,VERT,FISH,SMB,,,,11.77,,,-24.72,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.062701.BEF.010,,VERT,FISH,SMB,,,,12.95,,,-24.8,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.071001.RANG.001,,VERT,FISH,SMB,,,,12.51,,,-26.31,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.071201.RANG.001,,VERT,FISH,SMB,,,,12.39,,,-25.06,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.071201.RANG.002,,VERT,FISH,SMB,,,,12.38,,,-25.85,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.071201.RANG.003,,VERT,FISH,SMB,,,,12.21,,,-25.38,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.071201.RANG.004,,VERT,FISH,SMB,,,,11.95,,,-25.42,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.071201.RANG.005,,VERT,FISH,SMB,,,,12.34,,,-24.38,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.071301.GLN.001,,VERT,FISH,SMB,,,,12.38,,,-22.88,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.071301.GLN.002,,VERT,FISH,SMB,,,,12.8,,,-22.4,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.072001.RANG.001,,VERT,FISH,SMB,,,,12.38,,,-24.77,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.072301.RANG.001,,VERT,FISH,SMB,,,,12.44,,,-24.65,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.072401.RANG.001,,VERT,FISH,SMB,,,,12.53,,,-24.48,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.072401.RANG.002,,VERT,FISH,SMB,,,,11.89,,,-24.41,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.072701.GLN.001,,VERT,FISH,SMB,,,,12.23,,,-25.21,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.072701.GLN.002,,VERT,FISH,SMB,,,,12.03,,,-25.73,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.072701.GLN.003,,VERT,FISH,SMB,,,,12.76,,,-25.56,,,,,,,,,,Added from 'JML ISOTOPE DATA'
,,SMB.LML.072701.GLN.004,,VERT,FISH,SMB,,,,12.86,,,-23.96,,,,,,,,,,Added from 'JML ISOTOPE DATA'
